sentence,Unigram,Bigram,Trigram,Quadrigram,Unigram_Add1,Bigram_Add1,Trigram_Add1,Quadrigram_Add1,Unigram_AddK,Bigram_AddK,Trigram_AddK,Quadrigram_AddK,Unigram_AddToken,Bigram_AddToken,Trigram_AddToken,Quadrigram_AddToken
इस अवसर पर भाइयों के घर आने - जाने वाली महिलाओं की संख्या काफी अधिक थी।,-110.27513017170759,-71.46717235273367,-44.87185837906191,-21.18397843795124,-110.7998308171161,-125.25978920130433,-159.5662588474579,-167.10934278455616,-110.53962221998569,-115.91053321681085,-150.8559424715623,-159.6076866104965,-193.42669650255385,-196.26623040179174,-196.31282523984453,-196.31367116764548
इसका ताजा उदाहरण है इंदौर पुलिस द्वारा गुरुवार को ही सम्मानित किए गए तीन लोग।,-118.649368325062,-78.41590717061592,-39.46325322915239,-18.488350756847588,-119.06516452436615,-140.61929531201196,-165.138668689258,-169.50617708110096,-118.85868487314893,-132.3523912221966,-157.97031472296567,-163.1912916154761,-182.897196301781,-184.8000212417082,-184.8146528554767,-184.81479708929217
मैच में पुलिस टीम ने जीता मुकाबला,-51.98114943947937,-36.761359661736066,-28.57184073895327,-16.326217499322635,-52.22191695283699,-62.53859873750393,-77.95508821523431,-82.01232683221285,-52.10253708394575,-58.494814784679264,-74.0372577901134,-78.52512727277114,-90.48762799359687,-92.39625838971335,-92.40807189767864,-92.40842787124456
शहर के कई दुकानदार खरीदते है चोरी का माल,-70.58632354034168,-52.40496697402838,-23.252473364390177,-14.499366710283311,-70.85392372602013,-88.51385091512674,-97.68751093653623,-99.58960039512681,-70.7212636722326,-84.08278051866652,-93.06572689460543,-95.24257533360074,-113.20122218524114,-115.50000633391342,-115.5074599922897,-115.50757541412146
कवि बादशाह प्रेमी ने ' ' सुना है इश्क में गधे भी सूखी घास खाते हैं . . पागल लोग हैं . . प्यार में सल्फास खाते . . जैसी कविता पढ़ी।,-261.03658063943703,-159.01443616163633,-70.72919181609957,-23.758497246428924,-260.6157025268896,-300.28452707967296,-348.3607861832516,-357.9219441360227,-260.753531456321,-286.01478926241356,-334.2717167848556,-344.7850969389659,-376.0624057834627,-381.0048580775982,-381.1854164310816,-381.18681948535107
"संख्या के हिसाब से यह प्रतिभागिता तो कम है , लेकिन गुणवत्ता के हिसाब से यह बहुत बढ़िया है।",-132.49355336740368,-90.51594873449982,-53.129750655750186,-30.345815829516784,-132.39141402589715,-155.63147924949357,-198.1759571710465,-214.69107691531167,-132.38602623115617,-146.31279571089124,-188.66147613643346,-206.31606002145722,-226.33380019230407,-230.6265584697698,-231.0140034827922,-231.02225299333654
दाम उसने 1900 रुपये बताये।,-55.15373753927358,-32.945704089811414,-11.860309380668053,-11.860309380668053,-54.82790938895598,-64.9420049290831,-65.31443630294538,-65.31443630294538,-54.969783444842236,-62.73758523372749,-63.18288740870643,-63.18288740870643,-68.4157374637984,-69.30668537326488,-69.30669467767866,-69.30669467767866
Home > राज्य > हरियाणा > अनिल विज के स्वास्थ्य में . . .,-105.01497149689864,-60.96644761231093,-23.614261472750844,-15.11860617173724,-105.44426533257027,-116.01092545028985,-132.0723933457557,-140.37121282301553,-105.23140799669045,-108.37686133322367,-123.92756001537109,-132.74986458157449,-170.08591941282359,-173.12479918126616,-173.23808113245985,-173.25730595454013
अक्टूबर 2018 में सात रोहिंग्याओं को म्यांमार सीमा के रास्ते उनके देश लौटाया गया है।,-118.50650596394092,-76.1592808905653,-34.36146240527127,-12.958921669336162,-118.80530837932608,-138.61191870178024,-164.3328220066463,-172.2850603490861,-118.65581205608424,-131.3483061362267,-157.62745058802668,-165.99091624317933,-181.6591806302174,-184.48238746389578,-184.7898785641795,-184.81770871782552
जम्मू कश्मीर में स्थिति नियंत्रण में है।,-49.07138981274046,-31.27498846013369,-19.71727350523794,-13.493463819719471,-49.31854384366427,-55.14022161825342,-70.45325901965892,-76.7058204256972,-49.19597899844357,-51.18540784200211,-66.09305904933743,-72.68715392282674,-89.95478261314742,-92.09797120150436,-92.40497556136941,-92.40742742418445
"खजराना थाना प्रभारी ने कुछ दिनों पहले ही कोरोना संबंधित टेस्ट कराया था जिसकी बुधवार को रिपोर्ट आयी . हालांकि जब रिपोर्ट आई उसके कुछ घंटे पहले तक थाना प्रभारी अपने बल के साथ इलाके में मुस्तैदी के साथ काम करते रहे थे . लेकिन रिपोर्ट पॉजिटिव आने के बाद उन सभी कमर्चारियों की चिंता और अधिक बढ़ गई है जो लगातार थाना प्रभारी के साथ मैदान में अपनी ड्यूटी कर रहे थे . संवेदनशील इलाका होने के कारण कुछ समय पहले पुलिस अधीक्षक यूसुफ कुरैशी , आईजी विवेक शर्मा ने भी इलाके का दौरा किया था . इलाके में फ्लैग मार्च भी निकाला गया था . ऐसे में फोर्स के साथ तमाम वरिष्ठ अधिकारियों के लिए भी चिंता और अधिक बढ़ जाती है . बहरहाल थाना प्रभारी की रिपोर्ट के बाद वरिष्ठ अफसर हरकत में आ गए हैं और हिस्ट्री ज्ञात करवा कर सम्पर्क में रहने वाले पुलिस कर्मियों की भी जांच कराई जाएगी और उन्हें भी क्वारंटाइन कराया जाएगा .",-1151.8010574017806,-723.9792345593371,-396.4162759262464,-148.24148458626843,-1155.611858939298,-1310.5815324489724,-1637.8074009139286,-1749.0072664149307,-1153.6630313476599,-1225.677775467938,-1557.439882932539,-1679.441887485183,-1860.2868689097047,-1881.9053304205543,-1882.8068902629382,-1882.831041596136
बंद के दौरान हिंसक प्रदर्शन हुए।,-49.17914549482238,-34.05474041851811,-21.89570200408412,-14.057533958004274,-49.37813765977719,-59.541038101972994,-72.85781086637824,-74.44535822282903,-49.2794825460015,-56.230040504942025,-69.8130410427704,-71.61554869715006,-79.17603701910598,-80.83254013470825,-80.85765769887973,-80.85773448374407
"राणे और नलवाडे को खेडेकर को यह कहते हुए भी सुना जा सकता है , ‘ ‘ हर दिन स्थानीय लोगों को , गुजरने वाले वाहनों से ऐसी कीचड़ का सामना करना पड़ता है . . . आप भी इसका अनुभव करें। ’ ’ ( इनपुट - भाषा )",-354.5195970706805,-218.76763732153188,-113.63473867710942,-53.063240883991234,-354.9580723145142,-399.09563192348327,-488.07090069350585,-526.143922902997,-354.69945773139455,-373.74888031889253,-463.597147012885,-504.20431001206407,-570.5665024454689,-577.2675820020245,-577.523082327468,-577.5540155857657
"मायावती ने ट्वीट में लिखा , ' जैसे यह यूपी का रहने वाला है , लेकिन CAA / NRC पर यह यूपी की बजाए दिल्ली के जामा मस्जिद वाले प्रदर्शन में शामिल होकर जबरन अपनी गिरफ्तारी करवाता है , क्योंकि यहां जल्दी ही विधानसभा चुनाव होने वाले हैं . बसपा सुप्रीमो ने पार्टी के लोगों से अपील है कि वे ऐसे सभी स्वार्थी तत्वों , संगठनों व पार्टियों से हमेशा सचेत रहें . वैसे ऐसे तत्वों को पार्टी कभी लेती नहीं है , चाहे वे कितना प्रयास क्यों ना कर ले ? '",-680.4214492272104,-455.51323259090265,-183.34707914249157,-71.08543247664842,-682.8684482288617,-803.8135736130691,-947.4001315310868,-998.22782167064,-681.6532504023721,-757.2989215390747,-902.0126194550273,-956.8971727191915,-1073.0146047573667,-1085.4162376443694,-1085.7895502429758,-1085.8037415303545
"कैप्टन ने कहा , ‘ मैं कांग्रेस अध्यक्ष से मिलने आया था।",-83.20200056880013,-52.14853359386013,-34.52724137943109,-21.06197973803135,-83.60299680717873,-92.3904778202121,-119.26907850226668,-130.74826085162104,-83.40413712306447,-85.28072061714545,-112.38872179479152,-124.60142624624703,-147.8250545135556,-150.0449696239921,-150.15152788610072,-150.16206991620547
सभी सदस्यों ने मिलकर विजयनगर स्थित साईं पार्क में 21 पौधे लगाए।,-107.585589017815,-56.97590672673712,-29.039382299266663,-12.553456561228,-107.82125272819212,-117.95767729286854,-134.7500766996241,-135.95132653831092,-107.70365096471687,-111.73855968281896,-129.16341056892534,-130.5930510899415,-148.28101174671738,-150.15862014856614,-150.1617248248104,-150.16176329844524
"कि जो व्यक्ति गांव मे खुले मे शौच कर गन्दगी फैलाएगा उसे छ . ग . ग्राम पंचायत ( स्वच्छता , सफाई और न्यूसेंस का निवारण तथा नियम 1999 के नियम ( 6 ) , ( 12 ) एवं ( 17 ) के प्रावधानों के तहत 250 रुपये अर्थदंड से दंडित किया जाएगा एवं जब तक वो व्यक्ति खुले मे शौच करेगा उसे प्रतिदिन 5 रुपये कि दर से अतिरिक्त अर्थदंड वसूल किया जाएगा।",-588.9643520022162,-398.52808498868865,-109.47173453141957,-30.702391572026933,-589.4483539757773,-714.0753296117351,-792.724919940294,-811.0544913392329,-589.1146756886967,-678.031440165379,-759.4454577042716,-780.4016477358023,-858.3686821669588,-866.2766259090399,-866.3275617057822,-866.3335711923598
गृहस्वामी ने घटना की सूचना अंचल और थाना को दी है।,-79.44183206981394,-59.646488263768624,-26.353054794712904,-17.39921721213402,-79.57497251931487,-97.59585803879467,-118.06366913950659,-128.67137029864702,-79.50364625924904,-92.50683901083313,-112.61201143347054,-123.83818485419991,-135.7760648679335,-138.29474987427398,-138.60566232042186,-138.61331850157947
"उसके लिए , Mahindra Thar वास्तव में एक सपना है और रॉयल एनफील्ड मोटरसाइकिलों की तरह , Mahindra Thar में भी एक पंथ है , चाहे वह कितना भी कच्चा क्यों न हो।",-257.6388954169823,-143.40368918253705,-85.19013381563524,-26.197466801029904,-258.1321287288527,-283.7160272005906,-348.0181567407,-361.67397737636804,-257.8843840132849,-267.2210486636524,-332.0701647901581,-347.4379496847594,-386.68408054036627,-392.59665056640114,-392.733505866758,-392.7346401215679
"लखनऊ , जेएनएन।",-26.488841950017612,-16.62021655500668,-11.720343335832752,-10.761697091999945,-26.600436214637938,-30.673159721037983,-33.990720454110935,-36.86623998641873,-26.545121995870332,-28.71915453923107,-31.854526886802645,-34.855645228277794,-44.85424436794899,-46.201744319108165,-46.202613861075946,-46.20325851433701
जाहिर है केंद्र सरकार के कामकाज ने वोटरों के निर्णय को प्रभावित नहीं किया।,-98.06176434863615,-74.94532894489696,-35.04927675610999,-20.506423352151128,-98.49275608911884,-123.43197401377063,-147.3822253099576,-157.63957835671926,-98.27905713589348,-116.16553983224208,-139.98850041218142,-151.3192033026585,-169.57076149276824,-173.23010329554643,-173.2646195151527,-173.26620698234305
हिंदी न्यूज़ बिहार मुजफ्फरपुर सैनिक कल्याण बोर्ड व सैनिक संघ ने भी किया योग,-114.88154141655151,-65.1861930864588,-30.288141092981682,-14.345216030456053,-115.31934050778244,-126.86810211068291,-142.69480862635396,-144.34279102229942,-115.10230811870231,-118.99570350822367,-135.64658924886018,-137.60332794213886,-171.66567172863304,-173.23818198544163,-173.24845839013523,-173.24851604060032
"भारत ने दोस्ताना संबंध के लिए हर वक्त प्रयास किए हैं , लेकिन पाकिस्तान को भी इस ओर प्रयास करना चाहिए।",-143.93245660277657,-94.69956724077906,-59.05502594069805,-29.72425929618453,-144.52784477025557,-163.7655546114628,-209.54698900901695,-228.36162760495685,-144.2318038272024,-152.39783118661703,-198.69127843430832,-218.8987819528951,-250.39624838069287,-253.8886342505248,-254.11182971064704,-254.11753830466046
बस एक ही दुआ है कि ये खूब पुष्पित और पल्लवित हो।,-102.10549183651689,-58.32725720961588,-26.787759563054955,-19.208896911595644,-101.10067421457421,-113.24466746029603,-131.34260320048972,-137.0774613132133,-101.48686949979738,-107.58661170397667,-125.51091720875091,-131.78093119609477,-148.12461084194246,-150.07666811274424,-150.16249281112223,-150.16361756424794
इन ट्विस्ट के कारण शो की रेटिंग बढ़ गई है और ये नंबर पांच की पोजीशन पर पहुंच गया है।,-142.95478130282092,-95.2894373753808,-45.203546999803706,-23.350645619379083,-143.38489379170778,-165.82447019786693,-201.4068288907469,-217.83496129237955,-143.1695917288144,-155.98475535611473,-191.4096164127979,-208.96507478080588,-238.42219682618696,-242.17830571559867,-242.53707468600516,-242.56607831707578
दोनों में प्यार होता है और शादी कर लेते हैं।,-67.18090343543018,-46.15467457510415,-30.911324112584932,-17.523269860803996,-67.52320598130817,-77.4836551941483,-102.24749134048854,-110.23303136321118,-67.3534470527751,-71.74323322421009,-96.3887887016691,-105.05245284212747,-124.61493420499252,-126.89311532830429,-127.05702114260339,-127.0585409370702
ब्लैक फंगस नाम की बीमारी एकदम से सामने आई है।,-79.55909255146808,-44.50016935939865,-26.49855264889371,-14.182697100958277,-79.85347954659706,-86.81019798146167,-108.01376336454771,-114.10198309205113,-79.70753827026613,-81.28389090757067,-102.69066853360526,-109.36538603501717,-124.9018451488101,-126.75270066478436,-127.05979727562018,-127.06169168120181
इस घटना में 30 लोग घायल हो गए।,-56.719804537588786,-31.12935193470256,-20.665375207780674,-13.224624835069168,-57.00181337114681,-58.45905041389989,-71.75890850213139,-78.22909475572706,-56.86194952953441,-53.51637388893179,-66.93294177623099,-73.70257226277151,-102.14067638596137,-103.8857622161404,-103.90311220061395,-103.90685065707119
लवळे ( जिला पुणे ) : लवळे - बावधन ग्रामवासियों ने १५ दिसंबर को विशेष ग्रामसभा आयोजित कर सनबर्न की अनुमति निरस्त करने हेतु एकमत से प्रस्ताव सम्मत किया।,-263.6561801502067,-143.09531141373273,-46.82372421825853,-11.860309380668053,-261.87786823942616,-293.9160448710694,-326.6057788047112,-326.59929716566296,-262.6052854711589,-280.94026289807994,-314.9038999381987,-314.8909481087197,-343.2921883030021,-346.50516685099046,-346.5335172506617,-346.5335171882194
उन पर अनुबंध तोड़ने की बात अब लागू नहीं होगी।,-76.59040103183298,-53.37645606873709,-25.20539824670192,-14.057533958004273,-76.90596260234862,-91.64095779564965,-108.94616654040503,-113.78442219373763,-76.74951827959416,-86.31997704578431,-103.67208051058805,-109.08483269399945,-125.15320380458664,-127.03805219093215,-127.06081622852427,-127.06145117369248
महीनों तक सोते रहते हैं लोग,-51.812391748132924,-39.14553028375969,-19.958344136844122,-11.860309380668053,-51.986386537910775,-66.23157610842141,-75.54524017148576,-76.46009762260789,-51.90006380935897,-62.8496879171982,-72.8761263142918,-73.97187378498603,-79.76424012440323,-80.85599565542108,-80.85779224399286,-80.85782110507877
इसके क्या सबूत हैं ?,-40.65411467669256,-25.69107056013311,-14.242481911580446,-11.860309380668054,-40.83021317313917,-45.72702128831424,-53.86907037095193,-58.30991364188488,-40.742901486636114,-42.70103101217851,-51.243717150690514,-55.967492093201734,-68.23714899163622,-69.2617115778856,-69.27642618295837,-69.27804187675741
बच्चे के पिता भूलन महतो ने सभी को भीड़ से बचाते हुए घर में बंद कर उनका बचाव किया।,-144.22559109118907,-90.74114927178435,-50.14806479297387,-23.450195886774413,-144.06588875452536,-167.10011217377593,-204.3552929489462,-213.30195853507524,-144.08866300752254,-157.0113213331086,-194.75920448595303,-205.14735594994437,-227.25600548671827,-230.98422732686564,-231.02128110721225,-231.02177180358072
बॉलीवुड अभिनेत्री शबाना आज़मी की मां और उर्दू के मशहूर शायर कैफी आज़मी की पत्नी शौकत आज़मी का 22 नवंबर को निधन हो गया था।,-217.88652029227734,-102.47293583842614,-42.5122948628577,-19.781583730484574,-217.62991328584135,-228.67245405148796,-258.84381023551407,-270.95895464950456,-217.73568813404606,-216.08660894772402,-246.52466650903844,-259.6799877428895,-296.31065668289875,-300.2532134876741,-300.316696587632,-300.3262509811511
हम इस प्रक्रिया में तत्परता से जुटे हुए हैं और उन बहादुर अफगानों एवं उनके परिवारों को सुरक्षित स्थानों पर रखने की योजना पर काम कर रहे हैं। ’,-208.33510584034187,-124.59171362364138,-69.29509758715557,-38.360214321821694,-208.8929041783857,-231.3677434460286,-285.0850952710547,-308.3297407697571,-208.6067874231939,-215.24597097235443,-268.88352406501747,-294.4273049164385,-341.93149349671376,-346.45313460852344,-346.5207142515848,-346.52904802785383
"अश्विन बक्शी , इंदौर।",-42.36035458341826,-25.310482824281586,-12.553456561227998,-11.860309380668053,-42.35239346496625,-50.24597560074366,-52.87243319693464,-53.27787905493091,-42.355101203465495,-48.270641051802215,-50.946774448172114,-51.457561572270166,-56.41019966206174,-57.75520857411561,-57.75548163061116,-57.75549125548182
"चांदी तैयार की कीमत सप्ताहांत में 39 , 900 रुपए प्रति किलो पर अपरिवर्तित बने रही जबकि चांदी साप्ताहिक डिलीवरी के दाम 250 रुपए की गिरावट के साथ 38 , 870 रुपये प्रति किलो रहे।",-286.62469559653283,-165.81695323193745,-69.24186792723314,-24.932039347780993,-287.2199633387296,-325.52822265765053,-375.1931104872231,-384.986889467387,-286.91873074722855,-308.0234219817878,-358.72323104954046,-369.7275788014505,-410.2368947635783,-415.75472972418027,-415.8389869280972,-415.8398041797153
9.65 4.27 0.46 0.71 कांग्रेस का मत फीसदी 2015 में फीसदी था और 2020 में पार्टी को मात्र फीसदी वोट मिले हैं . दिल्ली में फीसदी लोगों ने नोटा को वोट दिया है . उत्तर प्रदेश की पूर्व मुख्यमंत्री मायावती की अगुवाई वाली बसपा ने दिल्ली में 68 उम्मीदवार उतारे थे और उसे फीसदी वोट मिले हैं .,-439.0763775996383,-253.7700728062667,-142.31271040156147,-45.0707859758332,-438.72012310559813,-487.74393080534566,-601.9638308505671,-633.9284421617613,-438.76464708115356,-457.9351795653275,-573.8981927631038,-608.8619300784002,-672.6853538641617,-681.2417074010111,-681.5031734162155,-681.5156735032178
बिहार गई हुई टीम अब आरोपी के बारे में जानकारी जुटा रही है।,-89.31365366810928,-65.29736946882612,-29.989250987373087,-19.25010168869034,-89.73657654782365,-106.95819658704787,-129.7727769171158,-143.4657075269376,-89.52684623197973,-100.10247952382574,-123.25238482007492,-137.48115390221346,-158.88269542082148,-161.3552596427345,-161.6781420180193,-161.7127535056466
वह अपने जीवन में अपनी आवश्यकताओं की समस्त वस्तुएं इसी संसार से हासिल करता है और उनका प्रयोग भी इसी संसार में करता है।,-175.44069733565823,-113.36099430345656,-55.228147977301695,-25.047561217974245,-176.1055958578982,-203.16532891245583,-246.7128358686821,-262.22558773183385,-175.77581822128647,-190.69961651875792,-234.60390988585277,-251.576166214469,-284.3547923733865,-288.4191933866341,-288.76532020802233,-288.7706429099622
मैं प्रधानमंत्री से अपील करता हूं कि वे या तो इसका विरोध करें या फिर आगे की जांच का आदेश दें। ' ' कांग्रेस शासित असम में भ्रष्टाचार पर आडवाणी ने कहा कि मानवाधिकार कार्यकर्ता अखिल गोगोई ने उनसे कहा कि मुख्यमंत्री तरूण गोगोई का अमेरिका में पांच घर है।,-369.11329593975887,-227.20421786216892,-124.10706844447166,-41.587014142431094,-370.1845432755389,-419.3041724578709,-520.4018714420414,-544.6081177870226,-369.6346574777122,-392.25001744951226,-496.1799141541174,-523.1330320359407,-582.7273004862675,-588.609810168066,-589.0747866721674,-589.1035683509778
आयु सीमा : स्टेनो - 2 और फायरमैन पदों के लिए अभ्यर्थियों की आयु सीमा न्यूनतम 18 वर्ष व अधिकतम 27 वर्ष के बीच होनी चाहिए।,-209.04121879201108,-120.30846709103866,-51.16381608244137,-20.880548008531317,-209.3403568147889,-234.5471240460546,-273.5126791558821,-284.28812940112465,-209.17765833463932,-220.83454468729477,-259.97076765348646,-271.7121405110428,-308.10211644005415,-311.6957429337831,-311.87814797771773,-311.87986841695937
जी।।,-18.10342431876963,-11.860309380668053,-11.860309380668053,-11.860309380668053,-17.47397010940508,-22.575608744789943,-22.575608744789943,-22.575608744789943,-17.73005929145004,-22.220013213308967,-22.220013213308967,-22.220013213308967,-22.243172553785023,-23.102246717394834,-23.102246717394834,-23.102246717394834
"जैसे भारत में , वैसे ही बांग्लादेश में यह बहुसंख्यकवाद की पैदल सेना में समाज के निचले , गरीब तबकों से भर्ती की जाती है . एक ऐतिहासिक अन्याय की कथा में वे विश्वास करते हैं और इस बात में भी कि अभी पूरी दुनिया में जो ‘ इस्लाम ’ पर हमला हो रहा है , वे उसका जवाब देने का धार्मिक काम कर रहे हैं .",-446.8901504503852,-310.0689514188755,-177.86515234117837,-61.629288084012046,-448.5369539167168,-527.9661944453904,-667.7522479549684,-714.727637886378,-447.7099614901629,-493.66759562217084,-634.8322036008676,-685.2875818068636,-772.4664968928398,-785.0749118940228,-785.4427961248329,-785.4701271661078
"इस ई - मेल में चोपड़ा की पत्नी और फिल्म आलोचक अनुपमा , पटकथा लेखक अभिजीत जोशी , फिल्म निर्माता शैली चोपड़ा का भी नाम है।",-205.8145589912799,-125.61673712007503,-49.090964118270605,-22.653168575727072,-206.37070671508414,-236.76325857769007,-274.15866646981027,-284.0866353766451,-206.0939624000689,-223.9787120683888,-261.58980853022575,-272.89382400293505,-307.3467761679079,-311.5129635876959,-311.82833853063147,-311.82896400289127
विमान को फिलहाल टेकआफ न किया जाए।,-61.03058470797197,-37.211153792118445,-18.090860507374178,-11.860309380668053,-60.87164184685931,-70.56869460191112,-80.38627022507195,-84.42789760127701,-60.93171385439937,-66.63286273505562,-76.85608852291102,-81.17957974108658,-90.96953548343656,-92.40255600188183,-92.40767762787182,-92.40875504497723
मानव सम्पदा पोर्टल | ehrms upsdc gov में लॉगिन | ehrms upsdc gov में | ehrms upsdc gov in | ehrms upsdc gov में Login कैसे करे ?,-296.92063116220385,-99.11059358994207,-21.499831387369717,-18.098634005707563,-295.3648393093518,-290.07020435795596,-301.19290045298936,-306.5160219598771,-296.08005616742673,-275.7714201707647,-287.2002898587552,-293.57136272805093,-332.1681421413167,-334.9670745842573,-334.9817940444037,-334.98196729077847
वीडियो में स्मिथ नेट्स प्रैक्टिस के दौरान बल्लेबाजी करते नजर आए।,-95.2342876460448,-49.2170138487149,-27.363927598561787,-11.860309380668053,-95.2633930121892,-102.55126131656908,-119.25168018911349,-122.6615259233911,-95.23986162446535,-96.89955291342538,-113.78324659702795,-117.44900055698564,-136.2618212132457,-138.5862158098559,-138.61160601938707,-138.61218312416239
"Watch : क्रिसमस के मौके पर खास तरह से सजाई गई ट्रेन , सोशल मीडिया पर हैरान हुए यूजर्स",-147.58114896529918,-101.85454684230363,-43.025546383094564,-23.84745872375971,-147.94904558477498,-179.28619891426433,-203.35712015717215,-213.62738365500056,-147.76442373601088,-169.7477733458727,-194.27701889022853,-205.21182199497608,-227.69907894047378,-230.99194236995717,-231.0168434245977,-231.02216634569052
एक दो नहीं कई ऐसी घटना सामने आ चुकी है।,-70.60424359427503,-46.54577774664268,-26.802971760584878,-16.291126179511366,-70.94968731007283,-80.4677125493076,-102.48555571769006,-110.5517122725048,-70.77835968399923,-74.19758564180582,-96.77157662616564,-105.70604095826255,-125.45951623510915,-126.74159464168348,-127.04831424014061,-127.05181192596268
7.6 अश्विन को साल 2018 में पंजाब ने करोड़ रुपए में खरीदा था।,-99.78312404435779,-64.87264857557727,-35.78461324930507,-17.18494405553346,-100.01170278161575,-118.04630991806897,-143.97931888839432,-149.7582390213426,-99.89498537522448,-110.94924899063508,-137.29907139342478,-143.89495334321526,-158.71537698207214,-161.66105733201584,-161.71526340748846,-161.71555210080186
विधायक परमजीत ने कहा कि इस पुल के बनने से बरसात में नदी पार करने की समस्या हल हो जाएगी और कई गांवों को इसका फायदा मिलेगा।,-194.57947411237762,-121.17771825104319,-75.95093785485226,-31.757872276454364,-195.38530950567545,-222.314936797192,-278.13326576643124,-295.3177484773269,-194.98571865413177,-207.40367464760314,-264.4818653173506,-283.3887739223705,-318.3882141503332,-323.29563821432856,-323.4003187867959,-323.4296482477039
"हमने तो 17 दावेदारों की सूची प्रदेश कार्यालय भिजवाई थी , पर एक मंत्री के कहने पर वंदना के नाम पर हाईकमान ने मुहर लगा दी।",-194.55348615173125,-131.29256225430942,-59.63512020259402,-26.598172261885072,-194.89240445175844,-232.4516511148012,-274.93738340830043,-289.5308742670834,-194.7056355229948,-219.48542432215254,-262.6014026875795,-278.65536221388305,-306.9193038866172,-311.8381896767154,-311.87447686474826,-311.8790220896003
संचालन ग्राम विकास अधिकारी मुकेश कंसेरी ने किया।,-72.47311571304193,-38.63440673114817,-17.85974209742521,-14.1628944736621,-72.05411452895275,-79.26155370301517,-90.5241639102177,-96.13947254353023,-72.20585855114358,-74.75239556543613,-86.54259525428004,-92.6802741399437,-102.70803336872605,-103.93642128652344,-103.95883280763904,-103.95986223115764
"संभलकर चलिए , आगे कांवड़िए हैं . . .",-71.31122480108627,-40.606862230142646,-21.42676745199034,-13.36340429824298,-71.23350461188296,-77.12793443557564,-92.53908291051985,-99.80233831747258,-71.26232375384919,-72.99819847797902,-88.03344423253033,-95.50386176400912,-113.14923255923338,-115.33930085019452,-115.48512338010573,-115.50449215748039
पर चर्चा होगी।,-23.995839465102637,-16.34693126371073,-15.381755890481784,-11.860309380668053,-24.121017788961616,-27.689503153909016,-36.98525173073999,-38.92915212658117,-24.058935515974266,-25.65208387192049,-35.07348846586038,-37.26669735190761,-45.04770552331587,-46.191673245236935,-46.20316238872766,-46.20327786392244
यदि एनर्जी रिलीज होने का केंद्र उत्तराखंड के आसपास भी रहा तो बड़ी तबाही आ सकती है।,-126.66346860577357,-81.46850441775821,-42.9632148447203,-14.856041654222043,-127.18649130116222,-145.85393832581147,-179.990515605184,-187.68447634027788,-126.92716837781715,-136.5840278261534,-171.72932941266114,-180.08017865911086,-205.19446825185483,-207.59906968060938,-207.91049411727013,-207.91623368395898
जानकारी के अनुसार आजाद मैदान पर एक चायवाले इंदर जोशी की दशकों पुरानी दुकान है जो यहां मौजूद राजनीतिक दलों के बीच मशहूर है।,-189.1947772674871,-111.01880464870187,-51.68778929310533,-18.000308868817662,-189.4209099839432,-211.6410536592453,-252.69494923169538,-258.31914129234724,-189.28913502998688,-199.93368669280667,-241.3300517213443,-247.6370553714512,-284.6468761509526,-288.41887727120536,-288.77128952760495,-288.7727886645253
"भारत और विदेशों के विभिन्न कॉलेजों और विश्वविद्यालयों के ५०० से अधिक संकाय सदस्यों , विद्वानों , छात्रों और प्रधानाचार्यों जैसे नाइजीरिया , ओमान , फिलीपींस और उजबेकिस्तान ने वेबिनार के लिए पंजीकरण कराया।",-271.34756091971934,-189.40742357885225,-53.280363867761494,-15.326045283467781,-271.45817288045885,-336.03404329059276,-367.7077403385451,-370.47801942201994,-271.38105610286647,-321.7490025934611,-352.61424975294597,-355.86700930963167,-396.95624839139424,-404.1199067855291,-404.28210641780584,-404.2821913822896
लेकिन एक रिस्पांसिबल जर्नलिज्म हो।,-52.25705992782778,-20.387733079384265,-12.958921669336162,-11.860309380668053,-51.52910030896782,-51.033888650151376,-57.13766294658153,-57.137239617282745,-51.82873732274109,-48.3909688773106,-54.61971169386257,-54.61886539349085,-68.236991372715,-69.29053784481015,-69.29454285593063,-69.29454285185427
देश की कुल श्रम शक्ति में से 6 प्रतिशत को पर्यटन में रोजगार मिला हुआ है।,-112.36746522404009,-85.36753261068992,-38.35234736758473,-14.904831818391475,-112.8788564367652,-140.28597105960702,-168.93906215924187,-176.7525824936431,-112.62528977565573,-132.33644568040185,-161.14388478360874,-169.6032005008197,-192.4761415848322,-196.04309641251658,-196.35965608350799,-196.3657592730769
प्रदेश की महिलाओं और बेटियों को कोविड संक्रमण से बचाने के लिये योगी सरकार सोमवार से प्रदेश में विशेष टीकाकरण अभियान शुरू करने जा रही है।,-175.77723579787124,-112.42918678483962,-69.20842820182828,-28.05009161424205,-176.6063535234075,-198.64488777349857,-255.4164378156323,-274.5585219779939,-176.19519590744153,-184.21152298144307,-241.08852816829418,-262.07060494388475,-306.80116960841076,-311.51422075369726,-311.8476869587305,-311.87041517035794
"राष्ट्रीय चयनकर्ता राड मार्श ने कहा , ` ` टीम में युवा और अनुभवी खिलाड़ियों का अच्छा तालमेल है।",-156.76384559492985,-80.4472664395879,-42.52410166680882,-21.27618463181797,-156.78054883206426,-167.70833041862767,-200.52830089552168,-208.467989116283,-156.75268290619397,-157.9830860110576,-191.45060708574653,-199.90359950410553,-227.624548766865,-230.65530100077027,-231.01297434816237,-231.02064643842328
